-4.050993498039620611e-02,1.033385710220683651e-01,8.833159025940574838e-02,-5.476660928059967626e-02,-3.824267539832174045e-02,-3.824267540176429919e-02,-5.476660911502539975e-02,8.833159025937763198e-02,1.033385709051172219e-01,-4.050993498103566681e-02
9.827948285455437305e-02,3.154165418593938381e-04,8.541470344254524505e-02,9.949620865263313074e-02,9.634033606198516564e-02,9.634033611284788245e-02,9.949620865262975844e-02,8.541470347021959397e-02,3.154165419276524422e-04,9.827948247749465627e-02
-2.422822147000507943e-03,-5.870007611519145740e-02,-4.731638373562842975e-02,-3.323869661448011770e-02,5.193209837730102148e-03,5.193209837757239294e-03,-3.323869661398701908e-02,-4.731638373580497603e-02,-5.870007612459160473e-02,-2.422822148713601152e-03
-4.414517974999777883e-02,8.665338064019384445e-02,-5.618567771213891365e-02,-4.634059009813925462e-02,9.745985963027449517e-02,9.745985963027281596e-02,-4.634059009814051749e-02,-5.618567771214602602e-02,8.665338064154876063e-02,-4.414517992491539394e-02
-4.157188048391519120e-02,-4.643323115920506422e-02,-3.627378956766885709e-02,-4.569362531482158707e-02,1.987792226440064126e-03,1.987792226440046779e-03,-4.569362531482108053e-02,-3.627378956765667933e-02,-4.643323115907926901e-02,-4.157188048385161705e-02
-5.857769287700478889e-02,-1.610551301672347472e-03,9.990019244059157588e-02,-3.653040731687360460e-02,-2.063948876392456781e-03,-2.063948876392456781e-03,-3.653040731687183518e-02,9.990019244059317183e-02,-1.610551297914842748e-03,-5.857769288110973444e-02
1.034673069684843849e-01,-3.557227978797601609e-02,-5.116245789130141608e-02,-3.843004611891324973e-02,9.576835518852595819e-02,9.576835518852805373e-02,-3.843004611891105010e-02,-5.116245789131183830e-02,-3.557227979322316602e-02,1.034673069696469688e-01
-3.291490201614039046e-02,-5.323641973103693248e-02,-4.180155832722082243e-02,9.986317659135955649e-02,9.486905175986089234e-02,9.486905175985951844e-02,9.986317659158150395e-02,-4.180155832721819259e-02,-5.323642015525409388e-02,-3.291490201010806999e-02
-3.329531744864083764e-02,9.474853729477335229e-02,-5.697559088569981861e-02,-3.661262633445556969e-02,-4.934637275478484519e-02,-4.934637275477348622e-02,-3.661262631931335582e-02,-5.697559087791958382e-02,9.474853730811308439e-02,-3.329531742600771310e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
